"Rk","Gtm","Date","Var.4","Opp","Rslt","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","LOB","X.","Thr","Opp..Starter..GmeSc.","Team","Field"
141,141,"Sep 8","","SDP","L,6-10",40,38,6,10,4,0,2,6,2,0,11,0,0,0,1,0,0,0,0.254,0.328,0.443,0.77,7,"20","R","J.Lyles(45)","ARI","Home"
142,142,"Sep 9","","SDP","L,7-8",44,35,7,13,0,0,1,7,5,0,6,2,2,0,0,1,0,0,0.255,0.329,0.443,0.772,10,"18","R","J.Chacin(40)","ARI","Home"
143,143,"Sep 10","","SDP","W,3-2",32,30,3,6,0,0,3,3,2,0,9,0,0,0,1,1,0,0,0.254,0.329,0.443,0.772,5,"15","R","L.Perdomo(52)","ARI","Home"
144,144,"Sep 11","","COL","L,4-5",39,32,4,7,2,0,0,4,6,1,5,0,0,1,1,1,1,0,0.254,0.329,0.442,0.771,8,"19","L","K.Freeland(42)","ARI","Home"
145,145,"Sep 12","","COL","L,2-4",35,33,2,8,2,0,1,2,0,0,10,1,0,1,0,0,0,0,0.254,0.328,0.442,0.77,6,"14","R","J.Gray(65)","ARI","Home"
146,146,"Sep 13","","COL","W,8-2",41,38,8,16,6,0,1,8,2,0,5,0,0,0,0,1,0,1,0.255,0.329,0.443,0.772,9,"14","R","G.Marquez(24)","ARI","Home"
147,147,"Sep 14","","COL","W,7-0",38,33,7,9,3,0,1,7,5,0,8,0,0,0,0,0,0,0,0.255,0.329,0.443,0.773,7,"16","R","C.Bettis(22)","ARI","Home"
148,148,"Sep 15","@","SFG","W,3-2",32,32,3,6,2,1,0,3,0,0,8,0,0,0,0,0,0,0,0.255,0.328,0.443,0.771,2,"12","R","J.Samardzija(65)","ARI","Away"
149,149,"Sep 16","@","SFG","W,2-0",34,32,2,7,3,0,1,2,1,0,8,1,0,0,0,1,0,1,0.255,0.328,0.442,0.77,5,"11","L","M.Bumgarner(60)","ARI","Away"
150,150,"Sep 17","@","SFG","L,2-7",34,32,2,6,0,0,1,2,2,0,5,0,0,0,1,2,1,0,0.254,0.327,0.441,0.769,5,"16","R","C.Stratton(57)","ARI","Away"
151,151,"Sep 18","@","SDP","L,2-4",38,30,2,5,0,0,0,2,6,0,8,1,1,0,0,1,0,0,0.254,0.327,0.44,0.767,9,"19","R","L.Perdomo(48)","ARI","Away"
152,152,"Sep 19","@","SDP","L,2-6",31,28,2,4,1,0,2,2,2,0,6,0,1,0,1,3,0,0,0.253,0.327,0.44,0.766,2,"14","L","T.Wood(59)","ARI","Away"
153,153,"Sep 20","@","SDP","W,13-7",44,37,13,11,2,0,4,12,6,0,7,0,0,1,1,1,2,0,0.253,0.327,0.441,0.768,4,"16","R","D.Lamet(35)","ARI","Away"
154,154,"Sep 22","","MIA","W,13-11",45,38,13,15,5,0,4,13,6,0,6,0,1,0,1,1,0,0,0.254,0.328,0.444,0.772,8,"18","L","A.Conley(14)","ARI","Home"
155,155,"Sep 23","","MIA","L,6-12",37,33,6,7,0,0,3,6,4,0,4,0,0,0,1,2,0,0,0.254,0.328,0.444,0.773,4,"20","L","D.Peters(28)","ARI","Home"
156,156,"Sep 24","","MIA","W,3-2",40,34,3,8,1,1,1,3,5,1,10,0,1,0,1,0,1,0,0.254,0.328,0.444,0.772,11,"14","R","D.Straily(66)","ARI","Home"
157,157,"Sep 25","","SFG","L,2-9",35,31,2,7,1,1,0,2,3,0,9,1,0,0,0,2,1,0,0.254,0.328,0.443,0.772,6,"15","R","J.Cueto(60)","ARI","Home"
158,158,"Sep 26","","SFG","W,11-4",42,35,11,10,2,1,2,11,7,0,7,0,0,0,1,0,0,1,0.254,0.329,0.444,0.773,7,"21","L","M.Moore(11)","ARI","Home"
159,159,"Sep 27","","SFG","W,4-3",37,32,4,7,1,0,2,4,5,1,8,0,0,0,0,1,3,0,0.254,0.329,0.444,0.773,8,"17","R","J.Samardzija(65)","ARI","Home"
160,160,"Sep 29","@","KCR","L,1-2",35,31,1,6,2,0,1,1,4,0,11,0,0,0,0,1,0,1,0.254,0.328,0.444,0.772,7,"11","R","I.Kennedy(61)","ARI","Away"
161,161,"Sep 30","@","KCR","L,3-4",39,35,3,8,3,1,1,3,3,0,7,1,0,0,0,0,1,0,0.253,0.328,0.444,0.772,9,"17","R","J.Junis(57)","ARI","Away"
162,162,"Oct 1","@","KCR","W,14-2",52,43,14,16,2,0,2,13,8,0,8,0,0,1,1,0,3,0,0.254,0.329,0.445,0.774,11,"16","L","J.Vargas(26)","ARI","Away"
1,1,"Apr 3","@","NYM","L,0-6",33,33,0,7,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0.212,0.212,0.303,0.515,6,"14","R","N.Syndergaard(69)","ATL","Away"
2,2,"Apr 5","@","NYM","W,3-1",50,43,3,8,4,1,0,3,6,2,12,1,0,0,1,2,0,0,0.197,0.265,0.316,0.581,11,"18","R","J.deGrom(73)","ATL","Away"
3,3,"Apr 6","@","NYM","L,2-6",32,32,2,6,0,0,2,2,0,0,8,0,0,0,0,1,0,0,0.194,0.243,0.333,0.577,3,"12","R","M.Harvey(64)","ATL","Away"
4,4,"Apr 7","@","PIT","L,4-5",38,36,4,10,3,0,0,4,0,0,6,2,0,0,1,2,0,0,0.215,0.261,0.34,0.602,7,"18","R","I.Nova(62)","ATL","Away"
5,5,"Apr 8","@","PIT","L,4-6",43,34,4,11,2,1,0,4,6,2,7,2,0,1,1,3,1,0,0.236,0.301,0.36,0.661,12,"14","R","C.Kuhl(46)","ATL","Away"
6,6,"Apr 9","@","PIT","L,5-6",45,41,5,13,2,0,3,5,2,0,7,0,2,0,0,0,1,0,0.251,0.31,0.402,0.711,10,"15","R","G.Cole(46)","ATL","Away"
7,7,"Apr 11","@","MIA","L,4-8",38,34,4,7,2,0,1,3,3,0,12,1,0,0,0,1,3,0,0.245,0.307,0.395,0.702,7,"15","R","D.Straily(54)","ATL","Away"
8,8,"Apr 12","@","MIA","W,5-4",35,30,5,8,0,0,3,5,3,0,4,0,2,0,0,1,0,1,0.247,0.31,0.413,0.723,3,"16","R","T.Koehler(49)","ATL","Away"
9,9,"Apr 14","","SDP","W,5-2",35,31,5,9,2,0,1,4,4,0,5,0,0,0,0,2,0,0,0.252,0.316,0.417,0.733,6,"14","R","J.Chacin(36)","ATL","Home"
10,10,"Apr 15","","SDP","W,4-2",33,31,4,9,0,0,2,4,2,0,4,0,0,0,0,1,0,1,0.255,0.317,0.423,0.741,5,"12","L","C.Richard(38)","ATL","Home"
11,11,"Apr 16","","SDP","W,9-2",36,32,9,10,2,0,1,8,4,1,8,0,0,0,0,2,1,0,0.26,0.324,0.427,0.751,3,"14","R","T.Cahill(50)","ATL","Home"
12,12,"Apr 17","","SDP","W,5-4",38,37,5,12,3,0,2,5,1,1,5,0,0,0,0,1,0,0,0.266,0.325,0.44,0.765,7,"16","R","J.Weaver(51)","ATL","Home"
13,13,"Apr 18","","WSN","L,1-3",36,30,1,5,0,0,0,1,5,0,9,0,1,0,0,1,0,0,0.259,0.322,0.421,0.744,8,"15","R","M.Scherzer(77)","ATL","Home"
14,14,"Apr 19","","WSN","L,4-14",35,33,4,8,0,0,1,4,2,0,8,0,0,0,0,2,0,0,0.258,0.32,0.415,0.735,4,"17","R","J.Ross(59)","ATL","Home"
15,15,"Apr 20","","WSN","L,2-3",37,33,2,7,1,0,0,2,3,0,12,0,0,1,0,0,0,0,0.255,0.317,0.404,0.721,8,"16","R","S.Strasburg(65)","ATL","Home"
16,16,"Apr 21","@","PHI","L,3-4",34,33,3,6,1,0,2,3,0,0,7,1,0,0,0,0,1,0,0.25,0.31,0.403,0.714,4,"12","R","J.Hellickson(68)","ATL","Away"
17,17,"Apr 22","@","PHI","L,3-4",40,35,3,6,1,0,1,3,4,1,12,0,1,0,1,1,1,0,0.246,0.307,0.396,0.703,7,"15","R","J.Eickhoff(64)","ATL","Away"
18,18,"Apr 23","@","PHI","L,2-5",36,32,2,6,0,0,1,2,2,0,5,1,1,0,0,0,1,0,0.243,0.304,0.39,0.695,7,"14","R","Z.Eflin(70)","ATL","Away"
19,19,"Apr 26","@","NYM","W,8-2",47,42,8,16,3,0,0,8,4,0,7,0,1,0,1,0,0,1,0.252,0.313,0.394,0.707,12,"12","R","R.Gsellman(19)","ATL","Away"
20,20,"Apr 27","@","NYM","W,7-5",42,34,7,7,1,0,1,7,7,2,9,0,0,1,1,0,3,0,0.249,0.314,0.391,0.705,8,"15","R","M.Harvey(25)","ATL","Away"
21,21,"Apr 28","@","MIL","W,10-8",42,38,10,12,5,0,1,10,4,0,8,0,0,0,1,1,2,0,0.253,0.317,0.398,0.715,5,"17","R","C.Anderson(47)","ATL","Away"
22,22,"Apr 29","@","MIL","W,11-3",44,43,11,20,3,0,4,9,1,0,4,0,0,0,0,2,2,0,0.265,0.326,0.421,0.747,6,"14","R","J.Nelson(26)","ATL","Away"
23,23,"Apr 30","@","MIL","L,3-4",34,32,3,7,0,0,1,3,1,0,8,1,0,0,0,1,2,1,0.263,0.323,0.417,0.74,4,"11","R","M.Garza(57)","ATL","Away"
24,24,"May 1","","NYM","L,5-7",37,33,5,9,3,0,1,5,2,0,5,1,0,1,1,2,0,0,0.263,0.323,0.418,0.742,5,"14","R","R.Gsellman(34)","ATL","Home"
25,25,"May 2","","NYM","W,9-7",40,33,9,13,2,0,1,9,5,0,3,1,0,1,0,2,0,0,0.268,0.33,0.423,0.753,7,"15","R","M.Harvey(27)","ATL","Home"
26,26,"May 3","","NYM","L,5-16",41,36,5,9,1,1,0,5,5,0,9,0,0,0,1,1,0,0,0.267,0.33,0.42,0.75,9,"17","R","J.deGrom(31)","ATL","Home"
27,27,"May 5","","STL","L,0-10",37,32,0,7,2,1,0,0,2,0,10,2,1,0,0,1,0,0,0.266,0.329,0.417,0.746,10,"17","R","L.Lynn(68)","ATL","Home"
28,28,"May 6","","STL","L,3-5",33,31,3,4,1,0,1,3,2,0,3,0,0,0,1,0,1,1,0.261,0.325,0.412,0.737,3,"15","R","M.Leake(59)","ATL","Home"
29,29,"May 7","","STL","L,4-6",57,47,4,11,1,0,1,4,7,3,15,1,2,0,1,5,2,0,0.26,0.326,0.408,0.733,11,"22","R","M.Wacha(58)","ATL","Home"
30,30,"May 9","@","HOU","L,3-8",37,33,3,6,1,0,0,3,4,0,10,0,0,0,1,1,0,0,0.258,0.324,0.401,0.725,7,"9","R","C.Morton(52)","ATL","Away"
31,31,"May 10","@","HOU","L,2-4",34,29,2,6,0,0,2,2,4,0,8,0,1,0,0,2,0,1,0.256,0.324,0.402,0.725,5,"9","R","J.Musgrove(57)","ATL","Away"
32,32,"May 12","@","MIA","W,8-4",43,34,8,10,1,0,1,6,7,2,10,1,1,0,1,1,0,2,0.257,0.327,0.402,0.729,8,"14","R","J.Urena(53)","ATL","Away"
33,33,"May 13","@","MIA","W,3-1",37,33,3,7,2,0,0,2,3,0,6,1,0,0,0,1,1,0,0.256,0.326,0.398,0.724,7,"14","R","E.Volquez(59)","ATL","Away"
34,34,"May 14","@","MIA","L,1-3",40,32,1,8,1,0,0,1,6,2,8,1,1,0,0,1,0,0,0.256,0.328,0.395,0.723,12,"12","L","J.Nicolino(57)","ATL","Away"
35,35,"May 15","@","TOR","W,10-6",46,37,10,13,3,0,1,10,3,0,9,5,0,1,0,1,1,0,0.259,0.332,0.399,0.731,9,"9","R","M.Bolsinger(27)","ATL","Away"
36,36,"May 16","@","TOR","W,9-5",42,40,9,15,3,0,2,9,1,1,7,1,0,0,0,1,0,1,0.263,0.335,0.405,0.74,6,"9","R","M.Estrada(41)","ATL","Away"
37,37,"May 17","","TOR","W,8-4",37,30,8,6,2,0,1,8,5,0,6,1,0,1,1,0,0,0,0.261,0.334,0.404,0.738,5,"15","R","J.Biagini(35)","ATL","Home"
38,38,"May 18","","TOR","L,0-9",35,34,0,7,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0.26,0.332,0.4,0.732,8,"15","R","M.Stroman(60)","ATL","Home"
39,39,"May 19","","WSN","W,7-4",42,34,7,12,2,0,3,7,7,1,9,0,1,0,0,1,4,0,0.262,0.335,0.407,0.742,11,"15","L","G.Gonzalez(37)","ATL","Home"
40,40,"May 20","","WSN","W,5-2",36,32,5,9,1,0,3,5,4,0,9,0,0,0,0,0,0,1,0.263,0.336,0.411,0.747,7,"16","R","M.Scherzer(50)","ATL","Home"
41,41,"May 21","","WSN","L,2-3",33,32,2,6,4,0,0,2,1,0,12,0,0,0,0,0,0,0,0.261,0.333,0.409,0.742,4,"11","R","S.Strasburg(71)","ATL","Home"
42,42,"May 22","","PIT","W,5-2",39,35,5,13,1,0,2,4,3,0,3,1,0,0,1,2,0,0,0.263,0.336,0.413,0.749,10,"15","R","G.Cole(25)","ATL","Home"
43,43,"May 23","","PIT","W,6-5",41,38,6,15,4,0,1,6,3,2,6,0,0,0,0,2,0,0,0.267,0.338,0.417,0.755,9,"15","R","T.Glasnow(48)","ATL","Home"
44,44,"May 24","","PIT","L,5-12",44,41,5,12,3,1,0,5,2,0,13,1,0,0,0,0,0,1,0.268,0.338,0.417,0.755,9,"17","R","T.Williams(49)","ATL","Home"
45,45,"May 25","","PIT","L,4-9",38,37,4,11,4,0,0,4,1,0,2,0,0,0,0,1,0,0,0.268,0.338,0.417,0.755,7,"14","R","I.Nova(47)","ATL","Home"
46,46,"May 26","@","SFG","W,2-0",36,33,2,7,2,0,0,1,3,2,4,0,0,0,1,2,0,0,0.267,0.337,0.414,0.751,7,"13","R","M.Cain(59)","ATL","Away"
47,47,"May 27","@","SFG","L,3-6",37,32,3,8,2,1,0,3,4,0,6,0,1,0,0,2,0,0,0.267,0.337,0.413,0.75,7,"15","L","T.Blach(61)","ATL","Away"
48,48,"May 28","@","SFG","L,1-7",36,33,1,7,2,0,0,1,3,0,10,0,0,0,0,1,0,0,0.266,0.336,0.41,0.746,8,"13","R","J.Cueto(63)","ATL","Away"
49,49,"May 29","@","LAA","W,6-3",36,34,6,8,3,0,0,6,2,0,11,0,0,0,0,1,0,0,0.265,0.334,0.409,0.743,3,"9","R","R.Nolasco(20)","ATL","Away"
50,50,"May 30","@","LAA","L,3-9",33,31,3,7,0,0,2,3,1,0,6,1,0,0,0,2,0,0,0.264,0.333,0.409,0.742,3,"10","R","P.Bridwell(51)","ATL","Away"
51,51,"May 31","@","LAA","L,1-2",33,32,1,6,0,0,1,1,1,0,5,0,0,0,0,1,0,0,0.263,0.331,0.406,0.738,5,"10","R","J.Chavez(66)","ATL","Away"
52,52,"Jun 2","@","CIN","L,2-3",41,38,2,12,2,0,1,2,1,1,5,0,1,1,0,1,1,0,0.264,0.331,0.407,0.738,9,"13","R","B.Arroyo(51)","ATL","Away"
53,53,"Jun 3","@","CIN","W,6-5",52,45,6,12,1,0,2,6,4,0,4,3,0,0,1,2,2,1,0.264,0.332,0.408,0.74,10,"17","R","S.Feldman(29)","ATL","Away"
54,54,"Jun 4","@","CIN","W,13-8",48,39,13,14,5,0,3,12,4,2,4,2,2,1,1,0,0,0,0.266,0.334,0.414,0.748,8,"14","L","A.Garrett(8)","ATL","Away"
55,55,"Jun 5","","PHI","L,4-11",37,33,4,8,2,1,0,4,4,0,8,0,0,0,0,1,0,0,0.266,0.334,0.413,0.747,6,"14","R","N.Pivetta(44)","ATL","Home"
56,56,"Jun 6","","PHI","L,1-3",34,32,1,7,1,0,0,1,1,0,7,0,1,0,0,1,0,0,0.265,0.333,0.41,0.743,6,"13","R","A.Nola(73)","ATL","Home"
57,57,"Jun 7","","PHI","W,14-1",42,36,14,12,4,0,2,14,6,0,6,0,0,0,1,0,0,1,0.266,0.335,0.414,0.749,4,"13","R","J.Eickhoff(48)","ATL","Home"
58,58,"Jun 8","","PHI","W,3-1",34,32,3,11,3,0,0,3,2,1,3,0,0,0,0,2,0,0,0.267,0.335,0.415,0.75,7,"12","R","B.Lively(48)","ATL","Home"
59,59,"Jun 9","","NYM","W,3-2",36,33,3,9,3,0,0,3,3,1,5,0,0,0,0,0,0,1,0.267,0.335,0.414,0.749,8,"16","R","M.Harvey(60)","ATL","Home"
60,60,"Jun 10 (1)","","NYM","L,1-6",38,36,1,6,1,0,1,1,2,0,7,0,0,0,3,0,0,0,0.266,0.333,0.411,0.745,10,"14","R","R.Gsellman(70)","ATL","Home"
61,61,"Jun 10 (2)","","NYM","L,1-8",34,31,1,5,1,0,0,1,2,0,3,0,1,0,0,0,0,0,0.264,0.331,0.408,0.74,6,"15","L","S.Matz(64)","ATL","Home"
62,62,"Jun 11","","NYM","L,1-2",35,31,1,6,1,0,0,1,2,0,9,1,0,1,0,1,0,0,0.263,0.33,0.406,0.736,7,"13","R","S.Lugo(65)","ATL","Home"
63,63,"Jun 12","@","WSN","W,11-10",45,39,11,11,1,0,5,11,4,0,12,1,0,1,2,0,0,0,0.264,0.331,0.411,0.741,7,"16","R","S.Strasburg(38)","ATL","Away"
64,64,"Jun 13","@","WSN","L,5-10",41,36,5,13,4,0,1,5,4,1,6,0,1,0,0,3,0,0,0.265,0.332,0.413,0.745,9,"13","R","J.Ross(30)","ATL","Away"
65,65,"Jun 14","@","WSN","W,13-2",47,41,13,16,2,0,1,12,5,1,11,0,0,1,0,0,0,0,0.267,0.335,0.415,0.749,7,"13","R","T.Roark(24)","ATL","Away"
66,66,"Jun 16","","MIA","L,0-5",30,30,0,4,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0.266,0.332,0.412,0.744,3,"15","R","D.Straily(73)","ATL","Home"
67,67,"Jun 17","","MIA","W,8-7",47,43,8,16,4,0,2,8,2,2,9,0,2,0,0,0,0,0,0.268,0.333,0.415,0.748,11,"19","L","J.Locke(44)","ATL","Home"
68,68,"Jun 18","","MIA","W,5-4",38,31,5,9,0,0,0,5,3,0,7,3,0,1,0,1,0,1,0.268,0.334,0.413,0.748,8,"14","R","J.Urena(60)","ATL","Home"
69,69,"Jun 19","","SFG","W,9-0",39,35,9,11,2,0,2,9,3,1,4,1,0,0,0,0,0,0,0.269,0.335,0.415,0.75,6,"14","R","J.Cueto(63)","ATL","Home"
70,70,"Jun 20","","SFG","L,3-6",36,33,3,9,2,1,0,3,1,0,7,0,1,1,0,1,0,0,0.269,0.334,0.415,0.749,6,"13","L","M.Moore(56)","ATL","Home"
71,71,"Jun 21","","SFG","W,5-3",40,39,5,7,0,0,3,5,1,0,12,0,0,0,2,1,1,0,0.267,0.332,0.415,0.747,4,"18","R","J.Samardzija(61)","ATL","Home"
72,72,"Jun 22","","SFG","W,12-11",41,39,12,16,0,0,4,12,1,0,2,0,0,1,0,0,0,0,0.269,0.334,0.42,0.753,5,"16","R","M.Cain(15)","ATL","Home"
73,73,"Jun 23","","MIL","W,5-4",38,34,5,8,1,0,1,5,4,0,13,0,0,0,1,0,0,0,0.269,0.333,0.419,0.752,9,"15","R","J.Nelson(44)","ATL","Home"
74,74,"Jun 24","","MIL","W,3-1",34,33,3,9,1,0,1,3,1,0,8,0,0,0,0,0,0,0,0.269,0.333,0.418,0.751,7,"13","R","M.Garza(50)","ATL","Home"
75,75,"Jun 25","","MIL","L,0-7",34,30,0,6,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0.268,0.332,0.416,0.748,7,"15","R","Z.Davies(66)","ATL","Home"
76,76,"Jun 27","@","SDP","W,3-0",34,32,3,8,3,0,0,3,1,0,6,0,0,1,0,1,0,0,0.268,0.331,0.415,0.746,4,"12","R","J.Chacin(58)","ATL","Away"
77,77,"Jun 28","@","SDP","L,4-7",35,32,4,7,2,0,0,4,2,0,7,1,0,0,0,2,0,0,0.267,0.331,0.413,0.744,4,"17","R","L.Perdomo(40)","ATL","Away"
78,78,"Jun 29","@","SDP","L,0-6",32,31,0,4,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0.266,0.329,0.411,0.74,5,"13","R","D.Lamet(76)","ATL","Away"
79,79,"Jun 30","@","OAK","W,3-1",32,30,3,4,2,0,0,3,2,0,4,0,0,0,0,1,1,0,0.264,0.327,0.408,0.736,2,"9","R","S.Gray(77)","ATL","Away"
80,80,"Jul 1","@","OAK","W,4-3",37,34,4,7,4,0,0,4,1,0,6,1,0,1,2,0,3,0,0.264,0.326,0.407,0.734,6,"9","R","P.Blackburn(67)","ATL","Away"
81,81,"Jul 2","@","OAK","W,4-3",45,41,4,9,3,0,2,4,3,0,11,1,0,0,1,3,1,0,0.263,0.326,0.408,0.734,5,"9","L","S.Manaea(62)","ATL","Away"
82,82,"Jul 4","","HOU","L,4-16",38,33,4,8,3,0,0,4,4,0,9,0,0,1,0,0,0,0,0.263,0.326,0.407,0.733,7,"16","R","B.Peacock(51)","ATL","Home"
83,83,"Jul 5","","HOU","L,4-10",36,35,4,8,2,0,1,4,1,0,9,0,0,0,0,0,0,0,0.262,0.325,0.406,0.731,5,"14","R","J.Musgrove(49)","ATL","Home"
84,84,"Jul 6","@","WSN","W,5-2",42,38,5,12,5,0,1,5,3,1,10,0,1,0,0,0,1,0,0.263,0.325,0.408,0.733,10,"14","L","G.Gonzalez(50)","ATL","Away"
85,85,"Jul 7","@","WSN","L,4-5",40,34,4,7,3,0,1,4,5,2,11,0,1,0,0,2,0,0,0.262,0.325,0.408,0.733,6,"15","R","M.Scherzer(60)","ATL","Away"
86,86,"Jul 8","@","WSN","W,13-0",48,42,13,15,3,0,2,13,5,1,3,0,1,0,1,0,0,0,0.264,0.327,0.41,0.737,8,"14","R","S.Strasburg(25)","ATL","Away"
87,87,"Jul 9","@","WSN","L,5-10",36,33,5,7,3,0,2,5,3,0,7,0,0,0,0,1,0,0,0.263,0.326,0.411,0.737,4,"17","R","J.Ross(43)","ATL","Away"
88,88,"Jul 14","","ARI","W,4-3",34,34,4,9,3,0,1,3,0,0,8,0,0,0,1,0,0,0,0.263,0.326,0.411,0.737,6,"15","R","T.Walker(58)","ATL","Home"
89,89,"Jul 15","","ARI","W,8-5",39,37,8,14,3,0,2,8,2,1,8,0,0,0,0,1,0,0,0.265,0.326,0.414,0.74,7,"17","L","P.Corbin(52)","ATL","Home"
90,90,"Jul 16","","ARI","W,7-1",35,33,7,8,4,0,2,6,1,0,10,1,0,0,0,0,0,0,0.264,0.326,0.415,0.741,4,"12","R","Z.Godley(38)","ATL","Home"
91,91,"Jul 17","","CHC","L,3-4",35,32,3,6,0,0,0,2,3,1,7,0,0,0,0,1,3,0,0.264,0.325,0.413,0.738,5,"15","L","J.Lester(72)","ATL","Home"
92,92,"Jul 18","","CHC","L,1-5",37,33,1,7,1,0,1,1,3,0,7,0,1,0,0,0,0,0,0.263,0.325,0.412,0.737,9,"13","R","J.Lackey(52)","ATL","Home"
93,93,"Jul 19","","CHC","L,2-8",34,32,2,6,1,0,2,2,1,0,10,1,0,0,0,1,2,0,0.262,0.324,0.412,0.736,5,"15","L","M.Montgomery(68)","ATL","Home"
94,94,"Jul 20","@","LAD","W,6-3",38,35,6,11,1,1,1,6,2,0,9,0,1,0,0,1,0,0,0.263,0.324,0.413,0.737,5,"14","R","B.McCarthy(24)","ATL","Away"
95,95,"Jul 21","@","LAD","W,12-3",46,41,12,13,1,0,3,10,5,1,7,0,0,0,2,1,0,0,0.263,0.325,0.414,0.74,7,"13","L","A.Wood(14)","ATL","Away"
96,96,"Jul 22","@","LAD","L,2-6",36,33,2,6,2,0,0,2,2,0,10,1,0,0,0,0,0,0,0.263,0.324,0.413,0.737,7,"12","L","R.Hill(59)","ATL","Away"
97,97,"Jul 23","@","LAD","L,4-5",38,35,4,5,1,0,1,4,3,1,7,0,0,0,0,0,1,0,0.261,0.323,0.411,0.734,4,"15","L","C.Kershaw(57)","ATL","Away"
98,98,"Jul 24","@","ARI","L,2-10",31,31,2,5,3,0,1,2,0,0,7,0,0,0,0,1,0,0,0.261,0.322,0.411,0.733,2,"16","R","Z.Greinke(70)","ATL","Away"
99,99,"Jul 25","@","ARI","W,8-3",41,36,8,9,0,1,4,6,4,1,6,1,0,0,1,1,0,0,0.26,0.322,0.413,0.735,6,"14","R","T.Walker(65)","ATL","Away"
100,100,"Jul 26","@","ARI","L,3-10",42,36,3,11,3,0,0,3,4,0,7,1,0,1,0,1,0,0,0.261,0.323,0.413,0.736,12,"14","L","P.Corbin(51)","ATL","Away"
101,101,"Jul 28","@","PHI","L,3-10",40,36,3,11,1,0,2,2,4,0,9,0,0,0,0,1,0,0,0.261,0.323,0.414,0.737,10,"14","R","J.Thompson(60)","ATL","Away"
102,102,"Jul 29","@","PHI","L,3-4",46,40,3,10,5,0,0,3,3,2,11,1,0,2,1,1,2,1,0.261,0.323,0.413,0.736,10,"17","R","J.Eickhoff(49)","ATL","Away"
103,103,"Jul 30","@","PHI","L,1-2",37,31,1,8,0,0,0,1,4,1,7,0,2,0,0,2,1,0,0.261,0.323,0.412,0.735,9,"13","R","V.Velasquez(69)","ATL","Away"
104,104,"Jul 31","@","PHI","L,6-7",42,37,6,10,2,1,2,6,4,0,6,1,0,0,0,0,1,0,0.261,0.324,0.413,0.737,9,"16","R","N.Pivetta(66)","ATL","Away"
105,105,"Aug 1","","LAD","L,2-3",33,30,2,4,0,0,1,2,2,0,9,0,1,0,0,0,0,0,0.26,0.323,0.412,0.734,4,"16","R","K.Maeda(78)","ATL","Home"
106,106,"Aug 2","","LAD","W,5-3",38,31,5,9,0,0,2,5,6,0,4,0,1,0,0,0,1,0,0.26,0.323,0.412,0.736,9,"15","R","B.Stewart(46)","ATL","Home"
107,107,"Aug 3","","LAD","L,4-7",38,36,4,11,3,0,1,4,2,0,8,0,0,0,1,1,0,0,0.261,0.323,0.413,0.736,7,"15","L","A.Wood(54)","ATL","Home"
108,108,"Aug 4","","MIA","W,5-3",33,30,5,7,1,0,1,4,1,0,5,2,0,0,2,2,0,1,0.261,0.323,0.413,0.736,4,"14","L","A.Conley(45)","ATL","Home"
109,109,"Aug 5","","MIA","W,7-2",37,31,7,9,3,0,1,7,4,0,7,0,2,0,0,0,1,0,0.261,0.324,0.413,0.737,6,"15","R","D.Straily(57)","ATL","Home"
110,110,"Aug 6","","MIA","L,1-4",31,30,1,4,2,0,0,1,1,0,5,0,0,0,0,1,0,0,0.26,0.322,0.411,0.734,3,"14","R","J.Urena(64)","ATL","Home"
111,111,"Aug 8","","PHI","L,2-5",34,33,2,8,0,0,1,2,1,0,5,0,0,0,0,2,0,0,0.26,0.322,0.411,0.733,5,"16","R","Z.Eflin(57)","ATL","Home"
112,112,"Aug 9","","PHI","L,2-3",35,34,2,9,3,0,0,2,1,0,8,0,0,0,0,0,1,1,0.26,0.322,0.41,0.732,6,"14","R","J.Eickhoff(54)","ATL","Home"
113,113,"Aug 11","@","STL","L,5-8",36,31,5,7,0,0,1,4,5,0,1,0,0,0,0,3,0,0,0.26,0.322,0.41,0.731,4,"15","R","A.Wainwright(52)","ATL","Away"
114,114,"Aug 12","@","STL","L,5-6",40,36,5,9,1,0,1,5,4,0,11,0,0,0,1,1,1,0,0.259,0.322,0.409,0.731,8,"14","R","C.Martinez(52)","ATL","Away"
115,115,"Aug 13","@","STL","W,6-3",40,37,6,12,0,1,1,5,2,1,4,0,0,1,0,1,1,0,0.26,0.322,0.41,0.732,7,"14","R","M.Wacha(35)","ATL","Away"
116,116,"Aug 14","@","COL","L,0-3",34,32,0,7,3,1,0,0,1,0,3,0,1,0,0,0,0,0,0.26,0.322,0.409,0.731,7,"12","R","C.Bettis(67)","ATL","Away"
117,117,"Aug 15","@","COL","W,4-3",35,32,4,6,3,0,1,3,2,0,7,0,1,0,1,0,0,1,0.259,0.321,0.409,0.73,4,"13","L","K.Freeland(55)","ATL","Away"
